CEE iTOF det-fee channel map,,,,,
Note that the first 3 lines will be passed,,,,,
detid,stripid,sideid,feeid,channelid,globalid
23,25,1,149,14,1144
23,30,0,153,14,1145
23,9,1,148,14,1146
23,14,0,152,14,1147
23,24,1,149,15,1148
23,31,0,153,15,1149
23,8,1,148,15,1150
23,15,0,152,15,1151
6,31,1,39,0,1152
6,24,0,34,0,1153
6,15,1,38,0,1154
6,8,0,33,0,1155
6,30,1,39,1,1156
6,25,0,34,1,1157
6,14,1,38,1,1158
6,9,0,33,1,1159
6,29,1,39,2,1160
6,26,0,34,2,1161
6,13,1,38,2,1162
6,10,0,33,2,1163
6,28,1,39,3,1164
6,27,0,34,3,1165
6,12,1,38,3,1166
6,11,0,33,3,1167
6,27,1,39,4,1168
6,28,0,34,4,1169
6,11,1,38,4,1170
6,12,0,33,4,1171
6,26,1,39,5,1172
6,29,0,34,5,1173
6,10,1,38,5,1174
6,13,0,33,5,1175
6,25,1,39,6,1176
6,30,0,34,6,1177
6,9,1,38,6,1178
6,14,0,33,6,1179
6,24,1,39,7,1180
6,31,0,34,7,1181
6,8,1,38,7,1182
6,15,0,33,7,1183
6,23,1,39,8,1184
6,16,0,34,8,1185
6,7,1,38,8,1186
6,0,0,33,8,1187
6,22,1,39,9,1188
6,17,0,34,9,1189
6,6,1,38,9,1190
6,1,0,33,9,1191
6,21,1,39,10,1192
6,18,0,34,10,1193
6,5,1,38,10,1194
6,2,0,33,10,1195
6,20,1,39,11,1196
6,19,0,34,11,1197
6,4,1,38,11,1198
6,3,0,33,11,1199
6,19,1,39,12,1200
6,20,0,34,12,1201
6,3,1,38,12,1202
6,4,0,33,12,1203
6,18,1,39,13,1204
6,21,0,34,13,1205
6,2,1,38,13,1206
6,5,0,33,13,1207
6,17,1,39,14,1208
6,22,0,34,14,1209
6,1,1,38,14,1210
6,6,0,33,14,1211
6,16,1,39,15,1212
6,23,0,34,15,1213
6,0,1,38,15,1214
6,7,0,33,15,1215
7,31,1,37,0,1216
7,24,0,32,0,1217
7,15,1,29,0,1218
7,8,0,24,0,1219
7,30,1,37,1,1220
7,25,0,32,1,1221
7,14,1,29,1,1222
7,9,0,24,1,1223
7,29,1,37,2,1224
7,26,0,32,2,1225
7,13,1,29,2,1226
7,10,0,24,2,1227
7,28,1,37,3,1228
7,27,0,32,3,1229
7,12,1,29,3,1230
7,11,0,24,3,1231
7,27,1,37,4,1232
7,28,0,32,4,1233
7,11,1,29,4,1234
7,12,0,24,4,1235
7,26,1,37,5,1236
7,29,0,32,5,1237
7,10,1,29,5,1238
7,13,0,24,5,1239
7,25,1,37,6,1240
7,30,0,32,6,1241
7,9,1,29,6,1242
7,14,0,24,6,1243
7,24,1,37,7,1244
7,31,0,32,7,1245
7,8,1,29,7,1246
7,15,0,24,7,1247
7,23,1,37,8,1248
7,16,0,32,8,1249
7,7,1,29,8,1250
7,0,0,24,8,1251
7,22,1,37,9,1252
7,17,0,32,9,1253
7,6,1,29,9,1254
7,1,0,24,9,1255
7,21,1,37,10,1256
7,18,0,32,10,1257
7,5,1,29,10,1258
7,2,0,24,10,1259
7,20,1,37,11,1260
7,19,0,32,11,1261
7,4,1,29,11,1262
7,3,0,24,11,1263
7,19,1,37,12,1264
7,20,0,32,12,1265
7,3,1,29,12,1266
7,4,0,24,12,1267
7,18,1,37,13,1268
7,21,0,32,13,1269
7,2,1,29,13,1270
7,5,0,24,13,1271
7,17,1,37,14,1272
7,22,0,32,14,1273
7,1,1,29,14,1274
7,6,0,24,14,1275
7,16,1,37,15,1276
7,23,0,32,15,1277
7,0,1,29,15,1278
7,7,0,24,15,1279
8,31,1,19,0,1280
8,24,0,13,0,1281
8,15,1,18,0,1282
8,8,0,2,0,1283
8,30,1,19,1,1284
8,25,0,13,1,1285
8,14,1,18,1,1286
8,9,0,2,1,1287
8,29,1,19,2,1288
8,26,0,13,2,1289
8,13,1,18,2,1290
8,10,0,2,2,1291
8,28,1,19,3,1292
8,27,0,13,3,1293
8,12,1,18,3,1294
8,11,0,2,3,1295
8,27,1,19,4,1296
8,28,0,13,4,1297
8,11,1,18,4,1298
8,12,0,2,4,1299
8,26,1,19,5,1300
8,29,0,13,5,1301
8,10,1,18,5,1302
8,13,0,2,5,1303
8,25,1,19,6,1304
8,30,0,13,6,1305
8,9,1,18,6,1306
8,14,0,2,6,1307
8,24,1,19,7,1308
8,31,0,13,7,1309
8,8,1,18,7,1310
8,15,0,2,7,1311
8,23,1,19,8,1312
8,16,0,13,8,1313
8,7,1,18,8,1314
8,0,0,2,8,1315
8,22,1,19,9,1316
8,17,0,13,9,1317
8,6,1,18,9,1318
8,1,0,2,9,1319
8,21,1,19,10,1320
8,18,0,13,10,1321
8,5,1,18,10,1322
8,2,0,2,10,1323
8,20,1,19,11,1324
8,19,0,13,11,1325
8,4,1,18,11,1326
8,3,0,2,11,1327
8,19,1,19,12,1328
8,20,0,13,12,1329
8,3,1,18,12,1330
8,4,0,2,12,1331
8,18,1,19,13,1332
8,21,0,13,13,1333
8,2,1,18,13,1334
8,5,0,2,13,1335
8,17,1,19,14,1336
8,22,0,13,14,1337
8,1,1,18,14,1338
8,6,0,2,14,1339
8,16,1,19,15,1340
8,23,0,13,15,1341
8,0,1,18,15,1342
8,7,0,2,15,1343
15,23,1,142,0,1344
15,16,0,147,0,1345
15,7,1,141,0,1346
15,0,0,146,0,1347
15,22,1,142,1,1348
15,17,0,147,1,1349
15,6,1,141,1,1350
15,1,0,146,1,1351
15,21,1,142,2,1352
15,18,0,147,2,1353
15,5,1,141,2,1354
15,2,0,146,2,1355
15,20,1,142,3,1356
15,19,0,147,3,1357
15,4,1,141,3,1358
15,3,0,146,3,1359
15,19,1,142,4,1360
15,20,0,147,4,1361
15,3,1,141,4,1362
15,4,0,146,4,1363
15,18,1,142,5,1364
15,21,0,147,5,1365
15,2,1,141,5,1366
15,5,0,146,5,1367
15,17,1,142,6,1368
15,22,0,147,6,1369
15,1,1,141,6,1370
15,6,0,146,6,1371
15,16,1,142,7,1372
15,23,0,147,7,1373
15,0,1,141,7,1374
15,7,0,146,7,1375
15,31,1,142,8,1376
15,24,0,147,8,1377
15,15,1,141,8,1378
15,8,0,146,8,1379
15,30,1,142,9,1380
15,25,0,147,9,1381
15,14,1,141,9,1382
15,9,0,146,9,1383
15,29,1,142,10,1384
15,26,0,147,10,1385
15,13,1,141,10,1386
15,10,0,146,10,1387
15,28,1,142,11,1388
15,27,0,147,11,1389
15,12,1,141,11,1390
15,11,0,146,11,1391
15,27,1,142,12,1392
15,28,0,147,12,1393
15,11,1,141,12,1394
15,12,0,146,12,1395
15,26,1,142,13,1396
15,29,0,147,13,1397
15,10,1,141,13,1398
15,13,0,146,13,1399
15,25,1,142,14,1400
15,30,0,147,14,1401
15,9,1,141,14,1402
15,14,0,146,14,1403
15,24,1,142,15,1404
15,31,0,147,15,1405
15,8,1,141,15,1406
15,15,0,146,15,1407
16,23,1,140,0,1408
16,16,0,143,0,1409
16,7,1,132,0,1410
16,0,0,133,0,1411
16,22,1,140,1,1412
16,17,0,143,1,1413
16,6,1,132,1,1414
16,1,0,133,1,1415
16,21,1,140,2,1416
16,18,0,143,2,1417
16,5,1,132,2,1418
16,2,0,133,2,1419
16,20,1,140,3,1420
16,19,0,143,3,1421
16,4,1,132,3,1422
16,3,0,133,3,1423
16,19,1,140,4,1424
16,20,0,143,4,1425
16,3,1,132,4,1426
16,4,0,133,4,1427
16,18,1,140,5,1428
16,21,0,143,5,1429
16,2,1,132,5,1430
16,5,0,133,5,1431
16,17,1,140,6,1432
16,22,0,143,6,1433
16,1,1,132,6,1434
16,6,0,133,6,1435
16,16,1,140,7,1436
16,23,0,143,7,1437
16,0,1,132,7,1438
16,7,0,133,7,1439
16,31,1,140,8,1440
16,24,0,143,8,1441
16,15,1,132,8,1442
16,8,0,133,8,1443
16,30,1,140,9,1444
16,25,0,143,9,1445
16,14,1,132,9,1446
16,9,0,133,9,1447
16,29,1,140,10,1448
16,26,0,143,10,1449
16,13,1,132,10,1450
16,10,0,133,10,1451
16,28,1,140,11,1452
16,27,0,143,11,1453
16,12,1,132,11,1454
16,11,0,133,11,1455
16,27,1,140,12,1456
16,28,0,143,12,1457
16,11,1,132,12,1458
16,12,0,133,12,1459
16,26,1,140,13,1460
16,29,0,143,13,1461
16,10,1,132,13,1462
16,13,0,133,13,1463
16,25,1,140,14,1464
16,30,0,143,14,1465
16,9,1,132,14,1466
16,14,0,133,14,1467
16,24,1,140,15,1468
16,31,0,143,15,1469
16,8,1,132,15,1470
16,15,0,133,15,1471
17,23,1,118,0,1472
17,16,0,127,0,1473
17,7,1,110,0,1474
17,0,0,115,0,1475
17,22,1,118,1,1476
17,17,0,127,1,1477
17,6,1,110,1,1478
17,1,0,115,1,1479
17,21,1,118,2,1480
17,18,0,127,2,1481
17,5,1,110,2,1482
17,2,0,115,2,1483
17,20,1,118,3,1484
17,19,0,127,3,1485
17,4,1,110,3,1486
17,3,0,115,3,1487
17,19,1,118,4,1488
17,20,0,127,4,1489
17,3,1,110,4,1490
17,4,0,115,4,1491
17,18,1,118,5,1492
17,21,0,127,5,1493
17,2,1,110,5,1494
17,5,0,115,5,1495
17,17,1,118,6,1496
17,22,0,127,6,1497
17,1,1,110,6,1498
17,6,0,115,6,1499
17,16,1,118,7,1500
17,23,0,127,7,1501
17,0,1,110,7,1502
17,7,0,115,7,1503
17,31,1,118,8,1504
17,24,0,127,8,1505
17,15,1,110,8,1506
17,8,0,115,8,1507
17,30,1,118,9,1508
17,25,0,127,9,1509
17,14,1,110,9,1510
17,9,0,115,9,1511
17,29,1,118,10,1512
17,26,0,127,10,1513
17,13,1,110,10,1514
17,10,0,115,10,1515
17,28,1,118,11,1516
17,27,0,127,11,1517
17,12,1,110,11,1518
17,11,0,115,11,1519
17,27,1,118,12,1520
17,28,0,127,12,1521
17,11,1,110,12,1522
17,12,0,115,12,1523
17,26,1,118,13,1524
17,29,0,127,13,1525
17,10,1,110,13,1526
17,13,0,115,13,1527
17,25,1,118,14,1528
17,30,0,127,14,1529
17,9,1,110,14,1530
17,14,0,115,14,1531
17,24,1,118,15,1532
17,31,0,127,15,1533
17,8,1,110,15,1534
17,15,0,115,15,1535
